"","GeneName","EnsemblId","esti","pval","nbSegOver","plot","regionName"
"1573","ZNF570","ENSG00000171827",0.37,"0.017",1,"reg_19-37800001-38310000-510_ENSG00000171827_ZNF570.png","19-37800001-38310000-510"
"1574","ZNF793","ENSG00000188227",0.37,"0.015",2,"reg_19-37800001-38310000-510_ENSG00000188227_ZNF793.png","19-37800001-38310000-510"
"1575","ZNF540","ENSG00000171817",0.1,"0.28",3,"reg_19-37800001-38310000-510_ENSG00000171817_ZNF540.png","19-37800001-38310000-510"
"1576","ZNF571","ENSG00000180479",0.37,"0.015",2,"reg_19-37800001-38310000-510_ENSG00000180479_ZNF571.png","19-37800001-38310000-510"
"1577","ZFP30","ENSG00000120784",0.2,"0.12",3,"reg_19-37800001-38310000-510_ENSG00000120784_ZFP30.png","19-37800001-38310000-510"
"1578","ZNF781","ENSG00000196381",0.29,"0.047",2,"reg_19-37800001-38310000-510_ENSG00000196381_ZNF781.png","19-37800001-38310000-510"
"1579","CTD-2528L19.4","ENSG00000267552",NA,"NA",0,NA,"19-37800001-38310000-510"
"1580","ZNF607","ENSG00000198182",0.29,"0.044",2,"reg_19-37800001-38310000-510_ENSG00000198182_ZNF607.png","19-37800001-38310000-510"
"1581","ZNF573","ENSG00000189144",0.37,"0.017",3,"reg_19-37800001-38310000-510_ENSG00000189144_ZNF573.png","19-37800001-38310000-510"
"1582","WDR87","ENSG00000171804",-0.02,"0.55",1,"reg_19-38340001-39750000-1410_ENSG00000171804_WDR87.png","19-38340001-39750000-1410"
"1583","SIPA1L3","ENSG00000105738",0.58,"0.00037",11,"reg_19-38340001-39750000-1410_ENSG00000105738_SIPA1L3.png","19-38340001-39750000-1410"
"1584","DPF1","ENSG00000011332",0.05,"0.4",1,"reg_19-38340001-39750000-1410_ENSG00000011332_DPF1.png","19-38340001-39750000-1410"
"1585","SPINT2","ENSG00000167642",0.39,"0.013",2,"reg_19-38340001-39750000-1410_ENSG00000167642_SPINT2.png","19-38340001-39750000-1410"
"1586","PPP1R14A","ENSG00000167641",0.07,"0.34",1,"reg_19-38340001-39750000-1410_ENSG00000167641_PPP1R14A.png","19-38340001-39750000-1410"
"1587","CTB-102L5.4","ENSG00000267748",NA,"NA",0,NA,"19-38340001-39750000-1410"
"1588","C19orf33","ENSG00000167644",0.1,"0.28",1,"reg_19-38340001-39750000-1410_ENSG00000167644_C19orf33.png","19-38340001-39750000-1410"
"1589","YIF1B","ENSG00000167645",0.45,"0.0045",1,"reg_19-38340001-39750000-1410_ENSG00000167645_YIF1B.png","19-38340001-39750000-1410"
"1590","KCNK6","ENSG00000099337",0.44,"0.0056",1,"reg_19-38340001-39750000-1410_ENSG00000099337_KCNK6.png","19-38340001-39750000-1410"
"1591","CATSPERG","ENSG00000099338",0.01,"0.48",2,"reg_19-38340001-39750000-1410_ENSG00000099338_CATSPERG.png","19-38340001-39750000-1410"
"1592","PSMD8","ENSG00000099341",0.37,"0.015",1,"reg_19-38340001-39750000-1410_ENSG00000099341_PSMD8.png","19-38340001-39750000-1410"
"1593","GGN","ENSG00000179168",0.05,"0.4",1,"reg_19-38340001-39750000-1410_ENSG00000179168_GGN.png","19-38340001-39750000-1410"
"1594","SPRED3","ENSG00000188766",-0.07,"0.66",2,"reg_19-38340001-39750000-1410_ENSG00000188766_SPRED3.png","19-38340001-39750000-1410"
"1595","FAM98C","ENSG00000130244",0.46,"0.0036",1,"reg_19-38340001-39750000-1410_ENSG00000130244_FAM98C.png","19-38340001-39750000-1410"
"1596","RASGRP4","ENSG00000171777",-0.11,"0.74",2,"reg_19-38340001-39750000-1410_ENSG00000171777_RASGRP4.png","19-38340001-39750000-1410"
"1597","RYR1","ENSG00000196218",-0.13,"0.78",6,"reg_19-38340001-39750000-1410_ENSG00000196218_RYR1.png","19-38340001-39750000-1410"
"1598","MAP4K1","ENSG00000104814",-0.25,"0.93",2,"reg_19-38340001-39750000-1410_ENSG00000104814_MAP4K1.png","19-38340001-39750000-1410"
"1599","EIF3K","ENSG00000178982",0.25,"0.07",2,"reg_19-38340001-39750000-1410_ENSG00000178982_EIF3K.png","19-38340001-39750000-1410"
"1600","ACTN4","ENSG00000130402",0.5,"0.0018",4,"reg_19-38340001-39750000-1410_ENSG00000130402_ACTN4.png","19-38340001-39750000-1410"
"1601","CAPN12","ENSG00000182472",0.02,"0.45",2,"reg_19-38340001-39750000-1410_ENSG00000182472_CAPN12.png","19-38340001-39750000-1410"
"1602","LGALS7","ENSG00000205076",-0.31,"0.96",1,"reg_19-38340001-39750000-1410_ENSG00000205076_LGALS7.png","19-38340001-39750000-1410"
"1603","LGALS7B","ENSG00000178934",-0.51,"1",1,"reg_19-38340001-39750000-1410_ENSG00000178934_LGALS7B.png","19-38340001-39750000-1410"
"1604","LGALS4","ENSG00000171747",0.31,"0.034",2,"reg_19-38340001-39750000-1410_ENSG00000171747_LGALS4.png","19-38340001-39750000-1410"
"1605","ECH1","ENSG00000104823",0.44,"0.0056",1,"reg_19-38340001-39750000-1410_ENSG00000104823_ECH1.png","19-38340001-39750000-1410"
"1606","AC104534.3","ENSG00000268083",NA,"NA",0,NA,"19-38340001-39750000-1410"
"1607","HNRNPL","ENSG00000104824",0.37,"0.015",2,"reg_19-38340001-39750000-1410_ENSG00000104824_HNRNPL.png","19-38340001-39750000-1410"
"1608","RINL","ENSG00000187994",0.49,"0.0022",2,"reg_19-38340001-39750000-1410_ENSG00000187994_RINL.png","19-38340001-39750000-1410"
"1609","SIRT2","ENSG00000068903",0.41,"0.0085",2,"reg_19-38340001-39750000-1410_ENSG00000068903_SIRT2.png","19-38340001-39750000-1410"
"1610","NFKBIB","ENSG00000104825",0.53,"0.0011",1,"reg_19-38340001-39750000-1410_ENSG00000104825_NFKBIB.png","19-38340001-39750000-1410"
"1611","CCER2","ENSG00000262484",0.28,"0.055",1,"reg_19-38340001-39750000-1410_ENSG00000262484_CCER2.png","19-38340001-39750000-1410"
"1612","SARS2","ENSG00000104835",0.52,"0.0014",2,"reg_19-38340001-39750000-1410_ENSG00000104835_SARS2.png","19-38340001-39750000-1410"
"1613","CTC-360G5.8","ENSG00000269547",NA,"NA",0,NA,"19-38340001-39750000-1410"
"1614","MRPS12","ENSG00000128626",0.25,"0.07",1,"reg_19-38340001-39750000-1410_ENSG00000128626_MRPS12.png","19-38340001-39750000-1410"
"1615","FBXO17","ENSG00000269190",0.12,"0.24",2,"reg_19-38340001-39750000-1410_ENSG00000269190_FBXO17.png","19-38340001-39750000-1410"
"1616","FBXO27","ENSG00000161243",-0.03,"0.56",2,"reg_19-38340001-39750000-1410_ENSG00000161243_FBXO27.png","19-38340001-39750000-1410"
"1617","PAPL","ENSG00000183760",NA,"NA",0,NA,"19-38340001-39750000-1410"
"1618","PAK4","ENSG00000130669",0.41,"0.0085",3,"reg_19-38340001-39750000-1410_ENSG00000130669_PAK4.png","19-38340001-39750000-1410"
"1619","NCCRP1","ENSG00000188505",0.24,"0.081",2,"reg_19-38340001-39750000-1410_ENSG00000188505_NCCRP1.png","19-38340001-39750000-1410"
"1620","SYCN","ENSG00000179751",0.04,"0.43",1,"reg_19-38340001-39750000-1410_ENSG00000179751_SYCN.png","19-38340001-39750000-1410"
"1621","IFNL3","ENSG00000197110",0.18,"0.16",1,"reg_19-38340001-39750000-1410_ENSG00000197110_IFNL3.png","19-38340001-39750000-1410"
"1622","IFNL1","ENSG00000182393",0.05,"0.39",1,"reg_19-39780001-40140000-360_ENSG00000182393_IFNL1.png","19-39780001-40140000-360"
"1623","LRFN1","ENSG00000128011",0.11,"0.26",1,"reg_19-39780001-40140000-360_ENSG00000128011_LRFN1.png","19-39780001-40140000-360"
"1624","GMFG","ENSG00000130755",0.05,"0.4",1,"reg_19-39780001-40140000-360_ENSG00000130755_GMFG.png","19-39780001-40140000-360"
"1625","SAMD4B","ENSG00000179134",0.52,"0.0014",3,"reg_19-39780001-40140000-360_ENSG00000179134_SAMD4B.png","19-39780001-40140000-360"
"1626","PAF1","ENSG00000006712",0.37,"0.015",1,"reg_19-39780001-40140000-360_ENSG00000006712_PAF1.png","19-39780001-40140000-360"
"1627","MED29","ENSG00000063322",0.44,"0.0056",1,"reg_19-39780001-40140000-360_ENSG00000063322_MED29.png","19-39780001-40140000-360"
"1628","ZFP36","ENSG00000128016",0.42,"0.0069",2,"reg_19-39780001-40140000-360_ENSG00000128016_ZFP36.png","19-39780001-40140000-360"
"1629","PLEKHG2","ENSG00000090924",0.53,"0.0011",1,"reg_19-39780001-40140000-360_ENSG00000090924_PLEKHG2.png","19-39780001-40140000-360"
"1630","RPS16","ENSG00000105193",0.29,"0.044",1,"reg_19-39780001-40140000-360_ENSG00000105193_RPS16.png","19-39780001-40140000-360"
"1631","SUPT5H","ENSG00000196235",0.57,"0.00049",3,"reg_19-39780001-40140000-360_ENSG00000196235_SUPT5H.png","19-39780001-40140000-360"
"1632","AC011500.1","ENSG00000213922",NA,"NA",0,NA,"19-39780001-40140000-360"
"1633","TIMM50","ENSG00000105197",0.39,"0.013",1,"reg_19-39780001-40140000-360_ENSG00000105197_TIMM50.png","19-39780001-40140000-360"
"1634","DLL3","ENSG00000090932",-0.02,"0.55",2,"reg_19-39780001-40140000-360_ENSG00000090932_DLL3.png","19-39780001-40140000-360"
"1635","SELV","ENSG00000186838",NA,"NA",0,NA,"19-39780001-40140000-360"
"1636","EID2B","ENSG00000176401",0.19,"0.14",1,"reg_19-39780001-40140000-360_ENSG00000176401_EID2B.png","19-39780001-40140000-360"
"1637","EID2","ENSG00000176396",0.29,"0.044",1,"reg_19-39780001-40140000-360_ENSG00000176396_EID2.png","19-39780001-40140000-360"
"1638","LGALS13","ENSG00000105198",-0.06,"0.61",1,"reg_19-39780001-40140000-360_ENSG00000105198_LGALS13.png","19-39780001-40140000-360"
"1639","LGALS14","ENSG00000006659",-0.13,"0.77",1,"reg_19-40170001-40200000-30_ENSG00000006659_LGALS14.png","19-40170001-40200000-30"
"1640","LEUTX","ENSG00000213921",0.32,"0.054",1,"reg_19-40230001-40350000-120_ENSG00000213921_LEUTX.png","19-40230001-40350000-120"
"1641","DYRK1B","ENSG00000105204",0.31,"0.038",2,"reg_19-40230001-40350000-120_ENSG00000105204_DYRK1B.png","19-40230001-40350000-120"
"1642","FBL","ENSG00000105202",0.27,"0.06",1,"reg_19-40230001-40350000-120_ENSG00000105202_FBL.png","19-40230001-40350000-120"
"1643","FCGBP","ENSG00000090920",NA,"NA",0,NA,"19-40410001-41310000-900"
"1644","PSMC4","ENSG00000013275",0.46,"0.0036",1,"reg_19-40410001-41310000-900_ENSG00000013275_PSMC4.png","19-40410001-41310000-900"
"1645","ZNF546","ENSG00000187187",0.52,"0.0012",2,"reg_19-40410001-41310000-900_ENSG00000187187_ZNF546.png","19-40410001-41310000-900"
"1646","ZNF780B","ENSG00000128000",0.42,"0.0069",2,"reg_19-40410001-41310000-900_ENSG00000128000_ZNF780B.png","19-40410001-41310000-900"
"1647","ZNF780A","ENSG00000197782",0.27,"0.06",2,"reg_19-40410001-41310000-900_ENSG00000197782_ZNF780A.png","19-40410001-41310000-900"
"1648","MAP3K10","ENSG00000130758",0.44,"0.0056",2,"reg_19-40410001-41310000-900_ENSG00000130758_MAP3K10.png","19-40410001-41310000-900"
"1649","TTC9B","ENSG00000174521",0.21,"0.12",1,"reg_19-40410001-41310000-900_ENSG00000174521_TTC9B.png","19-40410001-41310000-900"
"1650","CNTD2","ENSG00000105219",0.33,"0.027",1,"reg_19-40410001-41310000-900_ENSG00000105219_CNTD2.png","19-40410001-41310000-900"
"1651","AKT2","ENSG00000105221",0.46,"0.0036",3,"reg_19-40410001-41310000-900_ENSG00000105221_AKT2.png","19-40410001-41310000-900"
"1652","C19orf47","ENSG00000160392",0.4,"0.01",2,"reg_19-40410001-41310000-900_ENSG00000160392_C19orf47.png","19-40410001-41310000-900"
"1653","PLD3","ENSG00000105223",0.01,"0.48",2,"reg_19-40410001-41310000-900_ENSG00000105223_PLD3.png","19-40410001-41310000-900"
"1654","HIPK4","ENSG00000160396",0.08,"0.32",2,"reg_19-40410001-41310000-900_ENSG00000160396_HIPK4.png","19-40410001-41310000-900"
"1655","PRX","ENSG00000105227",0.29,"0.048",1,"reg_19-40410001-41310000-900_ENSG00000105227_PRX.png","19-40410001-41310000-900"
"1656","SERTAD1","ENSG00000197019",0.36,"0.019",1,"reg_19-40410001-41310000-900_ENSG00000197019_SERTAD1.png","19-40410001-41310000-900"
"1657","SERTAD3","ENSG00000167565",0.36,"0.019",2,"reg_19-40410001-41310000-900_ENSG00000167565_SERTAD3.png","19-40410001-41310000-900"
"1658","BLVRB","ENSG00000090013",0.29,"0.044",1,"reg_19-40410001-41310000-900_ENSG00000090013_BLVRB.png","19-40410001-41310000-900"
"1659","SPTBN4","ENSG00000160460",0.3,"0.041",5,"reg_19-40410001-41310000-900_ENSG00000160460_SPTBN4.png","19-40410001-41310000-900"
"1660","SHKBP1","ENSG00000160410",0.56,"0.00064",1,"reg_19-40410001-41310000-900_ENSG00000160410_SHKBP1.png","19-40410001-41310000-900"
"1661","LTBP4","ENSG00000090006",0.36,"0.019",3,"reg_19-40410001-41310000-900_ENSG00000090006_LTBP4.png","19-40410001-41310000-900"
"1662","NUMBL","ENSG00000105245",0.57,"0.00049",2,"reg_19-40410001-41310000-900_ENSG00000105245_NUMBL.png","19-40410001-41310000-900"
"1663","ADCK4","ENSG00000123815",NA,"NA",0,NA,"19-40410001-41310000-900"
"1664","ITPKC","ENSG00000086544",0.5,"0.0018",1,"reg_19-40410001-41310000-900_ENSG00000086544_ITPKC.png","19-40410001-41310000-900"
"1665","C19orf54","ENSG00000188493",0.24,"0.081",2,"reg_19-40410001-41310000-900_ENSG00000188493_C19orf54.png","19-40410001-41310000-900"
"1666","SNRPA","ENSG00000077312",0.06,"0.37",1,"reg_19-40410001-41310000-900_ENSG00000077312_SNRPA.png","19-40410001-41310000-900"
"1667","MIA-RAB4B","ENSG00000268975",0.21,"0.12",2,"reg_19-40410001-41310000-900_ENSG00000268975_MIA-RAB4B.png","19-40410001-41310000-900"
"1668","MIA","ENSG00000261857",0.05,"0.4",2,"reg_19-40410001-41310000-900_ENSG00000261857_MIA.png","19-40410001-41310000-900"
"1669","RAB4B","ENSG00000167578",0.48,"0.0028",1,"reg_19-40410001-41310000-900_ENSG00000167578_RAB4B.png","19-40410001-41310000-900"
"1670","RAB4B-EGLN2","ENSG00000171570",0.14,"0.2",1,"reg_19-40410001-41310000-900_ENSG00000171570_RAB4B-EGLN2.png","19-40410001-41310000-900"
"1671","EGLN2","ENSG00000269858",0.22,"0.11",1,"reg_19-40410001-41310000-900_ENSG00000269858_EGLN2.png","19-40410001-41310000-900"
"1672","CTC-490E21.12","ENSG00000268797",NA,"NA",0,NA,"19-40410001-41310000-900"
"1673","CTC-490E21.12","ENSG00000268797",NA,"NA",0,NA,"19-41400001-41730000-330"
"1674","CYP2B6","ENSG00000197408",0.07,"0.35",2,"reg_19-41400001-41730000-330_ENSG00000197408_CYP2B6.png","19-41400001-41730000-330"
"1675","CYP2A13","ENSG00000197838",0.2,"0.14",1,"reg_19-41400001-41730000-330_ENSG00000197838_CYP2A13.png","19-41400001-41730000-330"
"1676","CYP2F1","ENSG00000197446",0.45,"0.0052",1,"reg_19-41400001-41730000-330_ENSG00000197446_CYP2F1.png","19-41400001-41730000-330"
"1677","CYP2S1","ENSG00000167600",0.41,"0.0085",2,"reg_19-41400001-41730000-330_ENSG00000167600_CYP2S1.png","19-41400001-41730000-330"
"1678","AXL","ENSG00000167601",0.41,"0.0085",1,"reg_19-41400001-41730000-330_ENSG00000167601_AXL.png","19-41400001-41730000-330"
"1679","FOXA2","ENSG00000125798",-0.01,"0.52",1,"reg_20-21990001-23670000-1680_ENSG00000125798_FOXA2.png","20-21990001-23670000-1680"
"1680","SSTR4","ENSG00000132671",NA,"NA",1,"reg_20-21990001-23670000-1680_ENSG00000132671_SSTR4.png","20-21990001-23670000-1680"
"1681","THBD","ENSG00000178726",0,"0.5",1,"reg_20-21990001-23670000-1680_ENSG00000178726_THBD.png","20-21990001-23670000-1680"
"1682","CD93","ENSG00000125810",0.01,"0.47",1,"reg_20-21990001-23670000-1680_ENSG00000125810_CD93.png","20-21990001-23670000-1680"
"1683","AL096677.1","ENSG00000269407",NA,"NA",0,NA,"20-21990001-23670000-1680"
"1684","NXT1","ENSG00000132661",0.22,"0.11",1,"reg_20-21990001-23670000-1680_ENSG00000132661_NXT1.png","20-21990001-23670000-1680"
"1685","GZF1","ENSG00000125812",0.16,"0.18",1,"reg_20-21990001-23670000-1680_ENSG00000125812_GZF1.png","20-21990001-23670000-1680"
"1686","NAPB","ENSG00000125814",0.11,"0.26",3,"reg_20-21990001-23670000-1680_ENSG00000125814_NAPB.png","20-21990001-23670000-1680"
"1687","CSTL1","ENSG00000125823",-0.07,"0.65",1,"reg_20-21990001-23670000-1680_ENSG00000125823_CSTL1.png","20-21990001-23670000-1680"
"1688","CST11","ENSG00000125831",0.2,"0.16",1,"reg_20-21990001-23670000-1680_ENSG00000125831_CST11.png","20-21990001-23670000-1680"
"1689","CST8","ENSG00000125815",NA,"NA",1,"reg_20-21990001-23670000-1680_ENSG00000125815_CST8.png","20-21990001-23670000-1680"
"1690","CST9L","ENSG00000101435",NA,"NA",1,"reg_20-21990001-23670000-1680_ENSG00000101435_CST9L.png","20-21990001-23670000-1680"
"1691","CST9","ENSG00000173335",-0.05,"0.6",1,"reg_20-21990001-23670000-1680_ENSG00000173335_CST9.png","20-21990001-23670000-1680"
"1692","CST3","ENSG00000101439",-0.07,"0.66",2,"reg_20-21990001-23670000-1680_ENSG00000101439_CST3.png","20-21990001-23670000-1680"
"1693","CST4","ENSG00000101441",-0.44,"0.99",1,"reg_20-21990001-23670000-1680_ENSG00000101441_CST4.png","20-21990001-23670000-1680"
"1694","CST2","ENSG00000170369",-0.32,"0.96",1,"reg_20-23790001-24750000-960_ENSG00000170369_CST2.png","20-23790001-24750000-960"
"1695","CST5","ENSG00000170367",-0.23,"0.89",1,"reg_20-23790001-24750000-960_ENSG00000170367_CST5.png","20-23790001-24750000-960"
"1696","GGTLC1","ENSG00000149435",0.06,"0.38",1,"reg_20-23790001-24750000-960_ENSG00000149435_GGTLC1.png","20-23790001-24750000-960"
"1697","SYNDIG1","ENSG00000101463",-0.14,"0.78",8,"reg_20-23790001-24750000-960_ENSG00000101463_SYNDIG1.png","20-23790001-24750000-960"
"1698","ABHD12","ENSG00000100997",0.32,"0.032",2,"reg_20-25320001-25590000-270_ENSG00000100997_ABHD12.png","20-25320001-25590000-270"
"1699","GINS1","ENSG00000101003",0.03,"0.42",2,"reg_20-25320001-25590000-270_ENSG00000101003_GINS1.png","20-25320001-25590000-270"
"1700","NINL","ENSG00000101004",0.19,"0.14",6,"reg_20-25320001-25590000-270_ENSG00000101004_NINL.png","20-25320001-25590000-270"
"1701","CSE1L","ENSG00000124207",0.1,"0.28",1,"reg_20-47700001-48330000-630_ENSG00000124207_CSE1L.png","20-47700001-48330000-630"
"1702","STAU1","ENSG00000124214",0.07,"0.34",4,"reg_20-47700001-48330000-630_ENSG00000124214_STAU1.png","20-47700001-48330000-630"
"1703","DDX27","ENSG00000124228",0.27,"0.06",2,"reg_20-47700001-48330000-630_ENSG00000124228_DDX27.png","20-47700001-48330000-630"
"1704","ZNFX1","ENSG00000124201",0.14,"0.21",2,"reg_20-47700001-48330000-630_ENSG00000124201_ZNFX1.png","20-47700001-48330000-630"
"1705","KCNB1","ENSG00000158445",0.07,"0.35",5,"reg_20-47700001-48330000-630_ENSG00000158445_KCNB1.png","20-47700001-48330000-630"
"1706","PTGIS","ENSG00000124212",-0.02,"0.55",3,"reg_20-47700001-48330000-630_ENSG00000124212_PTGIS.png","20-47700001-48330000-630"
"1707","B4GALT5","ENSG00000158470",-0.15,"0.81",3,"reg_20-47700001-48330000-630_ENSG00000158470_B4GALT5.png","20-47700001-48330000-630"
"1708","SNAI1","ENSG00000124216",0.07,"0.34",1,"reg_20-48600001-49170000-570_ENSG00000124216_SNAI1.png","20-48600001-49170000-570"
"1709","TMEM189-UBE2V1","ENSG00000124208",-0.01,"0.52",3,"reg_20-48600001-49170000-570_ENSG00000124208_TMEM189-UBE2V1.png","20-48600001-49170000-570"
"1710","UBE2V1","ENSG00000244687",0.02,"0.45",2,"reg_20-48600001-49170000-570_ENSG00000244687_UBE2V1.png","20-48600001-49170000-570"
"1711","TMEM189","ENSG00000240849",0.15,"0.19",3,"reg_20-48600001-49170000-570_ENSG00000240849_TMEM189.png","20-48600001-49170000-570"
"1712","CEBPB","ENSG00000172216",0.39,"0.013",1,"reg_20-48600001-49170000-570_ENSG00000172216_CEBPB.png","20-48600001-49170000-570"
"1713","PTPN1","ENSG00000196396",-0.22,"0.89",2,"reg_20-48600001-49170000-570_ENSG00000196396_PTPN1.png","20-48600001-49170000-570"
"1714","KCNQ2","ENSG00000075043",0.12,"0.24",4,"reg_20-62010001-62910000-900_ENSG00000075043_KCNQ2.png","20-62010001-62910000-900"
"1715","EEF1A2","ENSG00000101210",0.02,"0.45",2,"reg_20-62010001-62910000-900_ENSG00000101210_EEF1A2.png","20-62010001-62910000-900"
"1716","PPDPF","ENSG00000125534",-0.05,"0.6",1,"reg_20-62010001-62910000-900_ENSG00000125534_PPDPF.png","20-62010001-62910000-900"
"1717","PTK6","ENSG00000101213",-0.11,"0.74",2,"reg_20-62010001-62910000-900_ENSG00000101213_PTK6.png","20-62010001-62910000-900"
"1718","SRMS","ENSG00000125508",0,"0.5",1,"reg_20-62010001-62910000-900_ENSG00000125508_SRMS.png","20-62010001-62910000-900"
"1719","C20orf195","ENSG00000125531",NA,"NA",0,NA,"20-62010001-62910000-900"
"1720","HELZ2","ENSG00000130589",0.1,"0.28",2,"reg_20-62010001-62910000-900_ENSG00000130589_HELZ2.png","20-62010001-62910000-900"
"1721","GMEB2","ENSG00000101216",0.11,"0.26",3,"reg_20-62010001-62910000-900_ENSG00000101216_GMEB2.png","20-62010001-62910000-900"
"1722","STMN3","ENSG00000197457",-0.07,"0.66",2,"reg_20-62010001-62910000-900_ENSG00000197457_STMN3.png","20-62010001-62910000-900"
"1723","RTEL1","ENSG00000258366",0.07,"0.34",2,"reg_20-62010001-62910000-900_ENSG00000258366_RTEL1.png","20-62010001-62910000-900"
"1724","RTEL1-TNFRSF6B","ENSG00000026036",-0.18,"0.85",2,"reg_20-62010001-62910000-900_ENSG00000026036_RTEL1-TNFRSF6B.png","20-62010001-62910000-900"
"1725","TNFRSF6B","ENSG00000243509",0.05,"0.38",1,"reg_20-62010001-62910000-900_ENSG00000243509_TNFRSF6B.png","20-62010001-62910000-900"
"1726","ARFRP1","ENSG00000101246",0.28,"0.052",1,"reg_20-62010001-62910000-900_ENSG00000101246_ARFRP1.png","20-62010001-62910000-900"
"1727","ZGPAT","ENSG00000197114",0.33,"0.027",2,"reg_20-62010001-62910000-900_ENSG00000197114_ZGPAT.png","20-62010001-62910000-900"
"1728","RP4-583P15.15","ENSG00000273154",NA,"NA",0,NA,"20-62010001-62910000-900"
"1729","LIME1","ENSG00000203896",0.25,"0.07",2,"reg_20-62010001-62910000-900_ENSG00000203896_LIME1.png","20-62010001-62910000-900"
"1730","RP4-583P15.14","ENSG00000273047",NA,"NA",0,NA,"20-62010001-62910000-900"
"1731","SLC2A4RG","ENSG00000125520",-0.06,"0.63",1,"reg_20-62010001-62910000-900_ENSG00000125520_SLC2A4RG.png","20-62010001-62910000-900"
"1732","ZBTB46","ENSG00000130584",0.11,"0.26",4,"reg_20-62010001-62910000-900_ENSG00000130584_ZBTB46.png","20-62010001-62910000-900"
"1733","AL158091.1","ENSG00000269223",NA,"NA",0,NA,"20-62010001-62910000-900"
"1734","ABHD16B","ENSG00000183260",0.07,"0.35",1,"reg_20-62010001-62910000-900_ENSG00000183260_ABHD16B.png","20-62010001-62910000-900"
"1735","C20ORF135","ENSG00000268858",NA,"NA",0,NA,"20-62010001-62910000-900"
"1736","TPD52L2","ENSG00000101150",0.31,"0.038",2,"reg_20-62010001-62910000-900_ENSG00000101150_TPD52L2.png","20-62010001-62910000-900"
